amount,hour,isWeekend,daysSinceLastTransaction,merchantCategory,userActivityLevel,amountVelocity,timeOfDayRisk,merchantRiskScore,isRoundAmount,isFraud,fraudPattern,transactionID,userID,merchantID
521.88,14,0,0,0,3,5218.799999999999,1,1,0,False,none,46376,2,M423
68.87,14,0,0,1,4,688.7,1,1,0,False,none,46377,13,M447
103.02,14,0,0,9,5,1030.1999999999998,1,1,0,False,none,46378,14,M391
4.61,14,0,0,4,4,46.1,1,1,0,False,none,46379,18,M991
40.21,14,0,0,9,4,402.09999999999997,1,2,0,False,none,46380,23,M269
401.89,14,0,0,8,2,4018.8999999999996,1,1,0,False,none,46381,21,M459
7.22,14,0,0,5,4,72.19999999999999,1,1,0,False,none,46382,18,M100
116.33,14,0,0,6,2,1163.3,1,1,0,False,none,46383,6,M252
17.39,14,0,0,1,4,173.9,1,1,0,False,none,46384,8,M638
28.02,14,0,0,0,5,280.2,1,1,0,False,none,46385,24,M125
192.41,14,0,0,6,1,1924.1,1,1,0,False,none,46386,10,M814
69.93,14,0,0,9,5,699.3000000000001,1,1,0,False,none,46387,24,M786
19.43,14,0,0,4,4,194.29999999999998,1,2,0,False,none,46388,8,M799
72.28,14,0,0,9,3,722.8,1,1,0,False,none,46389,12,M655
236.66,14,0,0,0,3,2366.6,1,1,0,False,none,46390,17,M718
228.2,14,0,0,1,3,2281.9999999999995,1,1,0,False,none,46391,7,M896
56.41,14,0,0,0,1,564.0999999999999,1,1,0,False,none,46392,15,M343
40.86,14,0,0,0,5,408.59999999999997,1,1,0,False,none,46393,4,M191
408.08,14,0,0,6,3,4080.7999999999997,1,1,0,False,none,46394,22,M160
419.69,14,0,0,7,3,4196.9,1,1,0,False,none,46395,2,M465
117.97,14,0,0,8,5,1179.6999999999998,1,1,0,False,none,46396,14,M317
5.0,14,0,0,8,1,50.0,1,2,0,False,none,46397,20,M177
80.85,14,0,0,2,5,808.4999999999999,1,1,0,False,none,46398,14,M385
31.14,14,0,0,9,5,311.4,1,1,0,False,none,46399,4,M354
212.71,14,0,0,5,3,2127.1,1,1,0,False,none,46400,17,M116
113.69,14,0,0,0,5,1136.8999999999999,1,2,0,False,none,46401,9,M877
294.64,14,0,0,8,2,2946.3999999999996,1,1,0,False,none,46402,1,M222
31.08,14,0,0,1,5,310.79999999999995,1,1,0,False,none,46403,24,M733
32.7,14,0,0,8,4,327.0,1,1,0,False,none,46404,3,M454
311.98,14,0,0,9,2,3119.8,1,1,0,False,none,46405,21,M512
48.56,14,0,0,0,2,485.6,1,1,0,False,none,46406,16,M533
24.88,14,0,0,7,4,248.79999999999998,1,1,0,False,none,46407,8,M676
205.58,14,0,0,3,1,2055.8,1,1,0,False,none,46408,20,M540
411.83,14,0,0,9,3,4118.299999999999,1,1,0,False,none,46409,2,M341
68.97,14,0,0,6,4,689.6999999999999,1,1,0,False,none,46410,13,M201
136.88,14,0,0,3,1,1368.8,1,2,0,False,none,46411,25,M411
48.42,14,0,0,8,1,484.2,1,2,0,False,none,46412,25,M197
206.85,14,0,0,6,3,2068.5,1,2,0,False,none,46413,17,M785
367.31,14,0,0,4,4,3673.1,1,3,0,True,sudden_spike,46414,13,M978
7.08,14,0,0,1,4,70.8,1,1,0,False,none,46415,18,M638
315.84,14,0,0,6,2,3158.3999999999996,1,2,0,False,none,46416,1,M686
30.0,14,0,0,8,5,300.0,1,2,1,False,none,46417,4,M974
393.08,14,0,0,5,2,3930.7999999999997,1,1,0,False,none,46418,1,M490
73.18,14,0,0,7,5,731.8000000000001,1,1,0,False,none,46419,9,M555
316.7,14,0,0,8,1,3166.9999999999995,1,1,0,False,none,46420,20,M404
173.5,14,0,0,5,5,1735.0,1,1,0,False,none,46421,14,M510
113.33,14,0,0,2,1,1133.3,1,1,0,False,none,46422,5,M198
45.04,14,0,0,3,5,450.4,1,1,0,False,none,46423,4,M782
341.55,14,0,0,3,3,3415.5,1,1,0,False,none,46424,7,M422
88.03,14,0,0,3,1,880.3,1,1,0,False,none,46425,25,M327
9.53,14,0,0,0,4,95.29999999999998,1,1,0,False,none,46426,8,M130
247.61,14,0,0,0,3,2476.1,1,1,0,False,none,46427,7,M641
111.24,14,0,0,4,1,1112.3999999999999,1,1,0,False,none,46428,15,M530
114.33,14,0,0,0,5,1143.3,1,3,0,False,none,46429,14,M604
20.0,14,0,0,2,5,200.0,1,1,1,False,none,46430,9,M348
372.66,14,0,0,8,2,3726.6,1,1,0,False,none,46431,1,M413
276.54,14,0,0,5,3,2765.4,1,2,0,False,none,46432,7,M758
46.32,14,0,0,1,2,463.2,1,1,0,False,none,46433,16,M605
64.37,14,0,0,3,5,643.7,1,1,0,False,none,46434,24,M280
571.54,14,0,0,1,3,5715.4,1,1,0,False,none,46435,2,M498
445.3,14,0,0,0,2,4453.0,1,1,0,False,none,46436,21,M237
64.68,14,0,0,4,4,646.8000000000001,1,1,0,False,none,46437,13,M115
4.95,14,0,0,9,4,49.5,1,1,0,False,none,46438,18,M606
435.63,14,0,0,9,5,4356.299999999999,1,2,0,True,unusual_item,46439,14,M954
330.79,14,0,0,3,2,3307.9,1,1,0,False,none,46440,1,M145
43.06,14,0,0,0,5,430.6,1,1,0,False,none,46441,9,M996
123.89,14,0,0,7,5,1238.8999999999999,1,1,0,False,none,46442,9,M560
545.98,14,0,0,2,3,5459.8,1,1,0,False,none,46443,22,M156
269.8,14,0,0,6,1,2698.0,1,1,0,False,none,46444,20,M173
274.96,14,0,0,2,1,2749.5999999999995,1,1,0,True,category_switch,46445,15,M932
52.94,14,0,0,7,2,529.4,1,2,0,False,none,46446,16,M724
6.85,14,0,0,5,4,68.49999999999999,1,1,0,False,none,46447,18,M482
71.25,14,0,0,8,1,712.5,1,2,0,False,none,46448,15,M731
33.18,14,0,0,5,4,331.79999999999995,1,1,0,False,none,46449,3,M124
29.62,14,0,0,7,2,296.2,1,2,0,False,none,46450,11,M724
35.96,14,0,0,3,4,359.59999999999997,1,2,0,False,none,46451,23,M632
303.66,14,0,0,9,2,3036.6,1,1,0,False,none,46452,1,M334
521.18,14,0,0,7,3,5211.799999999999,1,1,0,False,none,46453,22,M452
229.43,14,0,0,6,3,2294.2999999999997,1,1,0,False,none,46454,7,M922
40.97,14,0,0,8,4,409.7,1,2,0,False,none,46455,23,M731
289.31,14,0,0,2,2,2893.1,1,1,0,False,none,46456,1,M450
250.0,14,0,0,4,5,2500.0,1,2,1,False,none,46457,9,M709
112.77,14,0,0,0,3,1127.6999999999998,1,1,0,False,none,46458,12,M812
442.0,14,0,0,6,3,4420.0,1,1,0,False,none,46459,2,M529
1233.21,14,0,0,0,5,12332.1,1,1,0,False,none,46460,19,M851
302.79,14,0,0,0,2,3027.9,1,1,0,False,none,46461,21,M505
246.17,14,0,0,6,3,2461.7,1,2,0,False,none,46462,7,M777
95.98,14,0,0,6,3,959.8,1,1,0,False,none,46463,12,M792
992.03,14,0,0,8,5,9920.3,1,1,0,False,none,46464,19,M743
1141.17,14,0,0,2,5,11411.7,1,1,0,False,none,46465,19,M348
294.28,14,0,0,8,2,2942.7999999999997,1,1,0,False,none,46466,21,M536
327.32,14,0,0,2,2,3273.2,1,1,0,False,none,46467,1,M659
420.27,14,0,0,2,3,4202.7,1,1,0,False,none,46468,2,M548
341.6,14,0,0,1,5,3416.0,1,1,0,False,none,46469,24,M467
45.89,14,0,0,5,5,458.9,1,1,0,False,none,46470,14,M116
51.28,14,0,0,0,2,512.8,1,1,0,False,none,46471,16,M718
98.21,3,0,0,8,1,982.0999999999999,3,1,0,True,midnight_purchase,46472,15,M911
124.81,14,0,0,5,1,1248.1,1,1,0,False,none,46473,15,M750
202.98,14,0,0,6,3,2029.7999999999997,1,1,0,False,none,46474,7,M381
61.32,14,0,0,3,3,613.1999999999999,1,1,0,False,none,46475,12,M322
213.73,14,0,0,9,3,2137.2999999999997,1,2,0,False,none,46476,7,M329
278.62,14,0,0,4,2,2786.2,1,1,0,False,none,46477,21,M501
21.31,14,0,0,8,2,213.09999999999997,1,2,0,False,none,46478,11,M861
329.77,14,0,0,7,2,3297.7,1,1,0,False,none,46479,1,M569
33.45,14,0,0,5,4,334.5,1,1,0,False,none,46480,23,M826
73.72,14,0,0,6,3,737.1999999999999,1,1,0,False,none,46481,12,M173
261.96,14,0,0,4,1,2619.5999999999995,1,2,0,False,none,46482,10,M347
11.52,14,0,0,0,4,115.19999999999999,1,3,0,False,none,46483,3,M621
107.07,14,0,0,2,1,1070.6999999999998,1,2,0,False,none,46484,25,M584
34.99,14,0,0,1,5,349.9,1,1,0,False,none,46485,24,M613
8.01,14,0,0,7,4,80.1,1,1,0,False,none,46486,23,M953
13.75,14,0,0,0,5,137.5,1,1,0,False,none,46487,24,M284
302.25,14,0,0,0,2,3022.5,1,1,0,False,none,46488,21,M776
220.18,14,0,0,4,5,2201.7999999999997,1,3,0,False,none,46489,9,M215
75.7,14,0,0,8,3,757.0,1,1,0,False,none,46490,12,M601
91.95,14,0,0,6,3,919.5,1,1,0,False,none,46491,12,M787
38.1,14,0,0,0,2,381.0,1,1,0,False,none,46492,11,M927
59.57,14,0,0,8,1,595.6999999999999,1,1,0,False,none,46493,15,M765
6.64,14,0,0,0,4,66.39999999999999,1,1,0,False,none,46494,18,M135
22.35,14,0,0,5,4,223.5,1,1,0,False,none,46495,3,M482
42.19,14,0,0,0,5,421.9,1,1,0,False,none,46496,24,M776
561.25,14,0,0,3,3,5612.5,1,2,0,False,none,46497,22,M719
281.37,14,0,0,9,2,2813.7,1,1,0,False,none,46498,21,M531
838.86,14,0,0,8,5,8388.6,1,1,0,False,none,46499,19,M802
138.99,14,0,0,6,1,1389.9,1,1,0,False,none,46500,15,M591
169.58,14,0,0,1,1,1695.8,1,1,0,False,none,46501,10,M283
22.5,14,0,0,2,4,225.0,1,1,0,False,none,46502,3,M344
332.78,14,0,0,0,2,3327.7999999999997,1,1,0,False,none,46503,1,M419
28.75,14,0,0,0,5,287.5,1,1,0,False,none,46504,24,M403
100.23,14,0,0,8,3,1002.3,1,1,0,False,none,46505,17,M296
57.67,14,0,0,1,1,576.6999999999999,1,1,0,False,none,46506,25,M274
138.23,14,0,0,0,2,1382.2999999999997,1,1,0,False,none,46507,6,M104
352.78,14,0,0,2,1,3527.7999999999997,1,1,0,False,none,46508,20,M344
40.0,14,0,0,8,2,400.0,1,2,1,False,none,46509,11,M294
535.8,14,0,0,3,3,5357.999999999999,1,1,0,False,none,46510,22,M981
22.75,14,0,0,6,4,227.5,1,1,0,False,none,46511,8,M401
4.98,14,0,0,3,4,49.800000000000004,1,1,0,False,none,46512,18,M228
365.97,14,0,0,6,3,3659.7000000000003,1,1,0,False,none,46513,22,M388
20.35,14,0,0,1,4,203.5,1,1,0,False,none,46514,3,M752
728.4,14,0,0,6,5,7283.999999999999,1,1,0,False,none,46515,19,M591
5.0,14,0,0,8,1,50.0,1,1,0,False,none,46516,20,M296
135.49,14,0,0,4,2,1354.9,1,1,0,False,none,46517,6,M677
1019.03,14,0,0,3,5,10190.3,1,1,0,False,none,46518,19,M574
1153.49,14,0,0,6,5,11534.9,1,2,0,False,none,46519,19,M741
241.4,14,0,0,4,3,2414.0,1,1,0,False,none,46520,7,M546
150.64,14,0,0,7,5,1506.3999999999999,1,1,0,False,none,46521,9,M725
499.43,14,0,0,7,5,4994.3,1,1,0,False,none,46522,4,M587
186.93,14,0,0,0,1,1869.3,1,1,0,False,none,46523,10,M728
27.74,14,0,0,2,4,277.4,1,1,0,False,none,46524,23,M597
75.55,14,0,0,7,4,755.4999999999999,1,1,0,True,rapid_succession,46525,13,M914
112.61,14,0,0,0,1,1126.1,1,1,0,False,none,46526,25,M869
133.17,14,0,0,8,3,1331.6999999999998,1,1,0,False,none,46527,7,M903
140.04,14,0,0,7,5,1400.3999999999999,1,2,0,False,none,46528,14,M263
52.71,14,0,0,7,1,527.1,1,1,0,False,none,46529,20,M109
239.74,14,0,0,2,3,2397.4,1,1,0,False,none,46530,7,M839
613.76,14,0,0,9,3,6137.599999999999,1,1,0,False,none,46531,2,M537
304.5,14,0,0,4,3,3045.0,1,1,0,False,none,46532,7,M929
77.02,14,0,0,5,5,770.1999999999999,1,2,0,False,none,46533,14,M784
223.99,14,0,0,8,3,2239.9,1,2,0,False,none,46534,17,M131
6.83,14,0,0,8,4,68.3,1,1,0,False,none,46535,18,M317
20.15,14,0,0,6,4,201.49999999999997,1,1,0,False,none,46536,8,M362
485.25,14,0,0,5,3,4852.5,1,1,0,False,none,46537,22,M761
132.19,14,0,0,7,5,1321.8999999999999,1,1,0,False,none,46538,14,M676
30.81,14,0,0,2,4,308.09999999999997,1,2,0,False,none,46539,23,M835
81.69,14,0,0,9,2,816.9,1,1,0,False,none,46540,6,M417
24.13,14,0,0,2,2,241.29999999999998,1,1,0,False,none,46541,11,M214
113.85,14,0,0,4,5,1138.4999999999998,1,3,0,False,none,46542,14,M815
52.41,14,0,0,8,2,524.0999999999999,1,1,0,False,none,46543,16,M747
121.09,14,0,0,1,1,1210.8999999999999,1,1,0,False,none,46544,10,M589
7.31,14,0,0,3,4,73.1,1,1,0,False,none,46545,18,M992
54.69,14,0,0,1,2,546.9,1,2,0,False,none,46546,16,M196
546.94,14,0,0,9,3,5469.400000000001,1,1,0,False,none,46547,2,M391
357.7,14,0,0,2,2,3576.9999999999995,1,1,0,False,none,46548,1,M364
38.44,14,0,0,5,4,384.4,1,1,0,False,none,46549,23,M235
248.08,14,0,0,7,5,2480.8,1,2,0,False,none,46550,9,M171
94.54,14,0,0,5,3,945.4,1,1,0,False,none,46551,12,M850
30.54,14,0,0,2,3,305.4,1,2,0,False,none,46552,12,M835
59.95,14,0,0,2,5,599.5,1,1,0,False,none,46553,4,M827
86.61,14,0,0,7,1,866.0999999999999,1,2,0,False,none,46554,20,M674
120.0,14,0,0,5,3,1200.0,1,1,1,False,none,46555,12,M875
860.46,14,0,0,7,5,8604.6,1,1,0,False,none,46556,19,M380
218.85,14,0,0,5,3,2188.5,1,2,0,False,none,46557,7,M359
140.63,14,0,0,8,5,1406.3,1,1,0,False,none,46558,14,M168
22.01,14,0,0,8,5,220.1,1,2,0,False,none,46559,24,M893
486.43,14,0,0,7,1,4864.3,1,1,0,False,none,46560,20,M136
57.63,14,0,0,6,4,576.3,1,1,0,False,none,46561,13,M867
482.08,14,0,0,0,3,4820.799999999999,1,1,0,False,none,46562,22,M463
77.98,14,0,0,7,1,779.8,1,2,0,False,none,46563,25,M946
152.14,14,0,0,7,5,1521.3999999999999,1,1,0,False,none,46564,14,M291
141.8,14,0,0,5,1,1418.0,1,1,0,False,none,46565,5,M299
135.45,14,0,0,9,1,1354.4999999999998,1,1,0,False,none,46566,25,M769
222.76,14,0,0,5,3,2227.6,1,1,0,False,none,46567,7,M764
1389.61,14,0,0,4,5,13896.099999999999,1,1,0,False,none,46568,19,M608
598.59,14,0,0,1,3,5985.9,1,1,0,False,none,46569,2,M766
238.98,14,0,0,0,1,2389.7999999999997,1,1,0,False,none,46570,10,M996
136.07,14,0,0,4,1,1360.6999999999998,1,2,0,False,none,46571,10,M326
10.88,14,0,0,1,4,108.8,1,1,0,False,none,46572,8,M368
120.58,14,0,0,2,1,1205.8,1,1,0,False,none,46573,15,M575
20.15,14,0,0,9,4,201.49999999999997,1,1,0,False,none,46574,3,M382
97.83,14,0,0,6,1,978.3,1,1,0,False,none,46575,5,M534
1344.33,14,0,0,0,5,13443.3,1,3,0,False,none,46576,19,M811
412.91,14,0,0,4,3,4129.1,1,3,0,False,none,46577,22,M657
110.62,14,0,0,4,1,1106.2,1,1,0,False,none,46578,15,M493
124.49,14,0,0,7,2,1244.8999999999999,1,1,0,False,none,46579,6,M854
74.05,14,0,0,0,1,740.4999999999999,1,1,0,False,none,46580,5,M102
25.27,14,0,0,1,4,252.7,1,1,0,False,none,46581,13,M896
559.33,14,0,0,6,3,5593.3,1,1,0,False,none,46582,2,M278
576.72,14,0,0,8,3,5767.2,1,1,0,False,none,46583,22,M706
165.12,14,0,0,0,5,1651.2,1,1,0,False,none,46584,9,M698
99.67,14,0,0,5,2,996.6999999999999,1,1,0,False,none,46585,6,M523
194.9,14,0,0,9,5,1949.0,1,1,0,False,none,46586,9,M865
97.26,14,0,0,7,1,972.6,1,1,0,False,none,46587,25,M206
17.39,14,0,0,4,2,173.9,1,1,0,False,none,46588,11,M917
94.04,14,0,0,2,2,940.4,1,1,0,False,none,46589,6,M425
17.23,14,0,0,8,4,172.29999999999998,1,2,0,False,none,46590,23,M197
37.29,14,0,0,8,4,372.9,1,1,0,False,none,46591,23,M765
420.46,14,0,0,0,3,4204.599999999999,1,3,0,False,none,46592,22,M295
36.02,14,0,0,6,5,360.2,1,1,0,False,none,46593,4,M534
171.79,14,0,0,9,1,1717.8999999999999,1,1,0,False,none,46594,10,M366
55.97,14,0,0,7,5,559.6999999999999,1,2,0,False,none,46595,24,M955
304.31,14,0,0,0,3,3043.1,1,1,0,False,none,46596,7,M728
90.19,14,0,0,8,1,901.9,1,1,0,False,none,46597,25,M272
470.62,14,0,0,0,3,4706.2,1,3,0,False,none,46598,22,M695
129.28,14,0,0,8,2,1292.8,1,1,0,False,none,46599,6,M158
441.19,14,0,0,9,3,4411.9,1,1,0,False,none,46600,22,M219
157.67,14,0,0,9,3,1576.6999999999998,1,2,0,False,none,46601,17,M651
87.51,14,0,0,5,2,875.1,1,1,0,False,none,46602,6,M407
117.55,14,0,0,6,5,1175.5,1,2,0,False,none,46603,9,M686
522.33,14,0,0,1,3,5223.3,1,1,0,False,none,46604,2,M283
26.89,14,0,0,2,2,268.9,1,1,0,False,none,46605,11,M855
8.59,14,0,0,6,4,85.89999999999999,1,2,0,False,none,46606,18,M609
292.45,14,0,0,9,2,2924.4999999999995,1,1,0,False,none,46607,21,M219
76.08,14,0,0,2,4,760.8,1,1,0,False,none,46608,13,M585
26.73,14,0,0,4,4,267.3,1,1,0,False,none,46609,3,M991
100.0,14,0,0,1,4,1000.0,1,1,1,False,none,46610,13,M721
29.22,14,0,0,4,4,292.2,1,3,0,False,none,46611,3,M958
178.0,14,0,0,2,5,1780.0,1,1,0,True,duplicate_amount,46612,14,M968
225.12,14,0,0,3,3,2251.2,1,1,0,False,none,46613,17,M190
215.36,14,0,0,2,5,2153.6,1,1,0,False,none,46614,9,M968
105.88,14,0,0,6,1,1058.8,1,1,0,False,none,46615,15,M683
43.84,14,0,0,6,3,438.40000000000003,1,1,0,False,none,46616,12,M874
139.49,14,0,0,8,2,1394.9,1,1,0,False,none,46617,6,M779
51.5,14,0,0,6,2,515.0,1,2,0,False,none,46618,16,M582
14.53,14,0,0,5,2,145.29999999999998,1,1,0,False,none,46619,11,M850
175.95,14,0,0,8,3,1759.4999999999998,1,1,0,False,none,46620,17,M842
24.43,14,0,0,9,5,244.29999999999998,1,1,0,False,none,46621,4,M382
22.76,14,0,0,9,4,227.6,1,1,0,False,none,46622,8,M652
92.42,14,0,0,9,1,924.1999999999999,1,1,0,False,none,46623,5,M668
139.85,14,0,0,1,5,1398.4999999999998,1,1,0,False,none,46624,9,M455
4.22,14,0,0,2,4,42.199999999999996,1,1,0,False,none,46625,18,M363
500.0,14,0,0,0,5,5000.0,1,3,1,False,none,46626,19,M695
936.75,14,0,0,7,5,9367.5,1,1,0,False,none,46627,19,M626
32.98,14,0,0,2,5,329.79999999999995,1,1,0,False,none,46628,4,M645
423.39,14,0,0,9,3,4233.9,1,1,0,False,none,46629,22,M769
116.9,14,0,0,4,3,1169.0,1,1,0,False,none,46630,7,M499
18.01,14,0,0,7,4,180.1,1,1,0,False,none,46631,8,M485
79.78,14,0,0,4,5,797.8,1,1,0,False,none,46632,14,M202
58.57,14,0,0,8,1,585.6999999999999,1,1,0,False,none,46633,5,M842
200.0,14,0,0,4,1,2000.0,1,1,1,True,round_numbers,46634,15,M931
70.1,14,0,0,0,4,700.9999999999999,1,1,0,False,none,46635,13,M104
30.66,14,0,0,0,1,306.59999999999997,1,1,0,False,none,46636,25,M506
60.24,14,0,0,6,5,602.4,1,1,0,False,none,46637,4,M874
58.67,14,0,0,4,5,586.6999999999999,1,1,0,False,none,46638,14,M991
1628.33,14,0,0,7,5,16283.3,1,1,0,False,none,46639,19,M774
45.0,14,0,0,3,2,450.0,1,1,0,False,none,46640,16,M757
87.24,0,0,0,4,4,872.3999999999999,2,2,0,True,unusual_time,46641,13,M904
469.76,14,0,0,0,2,4697.599999999999,1,1,0,False,none,46642,1,M141
262.6,14,0,0,5,3,2626.0,1,1,0,False,none,46643,17,M948
228.33,14,0,0,7,3,2283.3,1,1,0,False,none,46644,7,M982
36.9,14,0,0,8,5,368.99999999999994,1,2,0,False,none,46645,4,M131
374.07,14,0,0,6,5,3740.7,1,1,0,False,none,46646,24,M867
48.57,14,0,0,2,2,485.7,1,1,0,False,none,46647,16,M338
105.34,14,0,0,1,3,1053.3999999999999,1,1,0,False,none,46648,17,M838
180.0,14,0,0,3,5,1800.0,1,1,1,False,none,46649,14,M138
498.35,14,0,0,5,3,4983.5,1,1,0,False,none,46650,2,M912
250.0,14,0,0,8,5,2500.0,1,1,1,False,none,46651,9,M601
185.84,14,0,0,3,2,1858.3999999999999,1,2,0,False,none,46652,6,M930
156.21,14,0,0,9,2,1562.1,1,2,0,False,none,46653,6,M704
132.03,14,0,0,2,1,1320.3,1,1,0,False,none,46654,10,M848
62.02,14,0,0,0,1,620.2,1,1,0,False,none,46655,5,M622
13.65,14,0,0,3,4,136.5,1,1,0,False,none,46656,8,M748
130.0,14,0,0,8,1,1300.0,1,1,1,False,none,46657,15,M112
1085.27,14,0,0,6,5,10852.699999999999,1,1,0,False,none,46658,19,M995
103.47,14,0,0,0,5,1034.6999999999998,1,3,0,False,none,46659,9,M872
561.18,14,0,0,3,3,5611.799999999999,1,1,0,False,none,46660,22,M273
100.57,14,0,0,3,1,1005.6999999999999,1,1,0,False,none,46661,15,M310
13.49,14,0,0,2,2,134.9,1,1,0,False,none,46662,11,M522
1107.68,14,0,0,5,5,11076.8,1,1,0,False,none,46663,19,M139
81.87,14,0,0,1,5,818.7,1,1,0,False,none,46664,9,M498
88.46,14,0,0,7,2,884.5999999999999,1,1,0,False,none,46665,6,M465
35.32,14,0,0,2,2,353.2,1,1,0,False,none,46666,11,M522
102.65,14,0,0,6,1,1026.5,1,2,0,False,none,46667,15,M603
586.89,14,0,0,0,3,5868.9,1,1,0,False,none,46668,22,M789
312.57,14,0,0,9,2,3125.7,1,1,0,False,none,46669,1,M366
156.99,14,0,0,1,3,1569.9,1,2,0,False,none,46670,17,M196
156.36,14,0,0,7,1,1563.6000000000001,1,1,0,False,none,46671,10,M367
99.41,14,0,0,0,5,994.0999999999999,1,1,0,False,none,46672,14,M436
571.08,14,0,0,4,3,5710.8,1,2,0,False,none,46673,22,M347
251.0,14,0,0,1,3,2510.0,1,1,0,False,none,46674,7,M498
465.16,14,0,0,7,3,4651.6,1,1,0,False,none,46675,2,M456
49.97,14,0,0,7,2,499.7,1,1,0,False,none,46676,16,M396
90.24,14,0,0,8,1,902.3999999999999,1,1,0,False,none,46677,15,M497
437.08,14,0,0,0,3,4370.799999999999,1,1,0,False,none,46678,2,M624
13.21,14,0,0,1,4,132.1,1,1,0,False,none,46679,3,M639
51.94,14,0,0,1,2,519.4,1,1,0,False,none,46680,16,M502
107.88,14,0,0,8,1,1078.8,1,1,0,False,none,46681,5,M747
109.95,14,0,0,8,1,1099.5,1,1,0,False,none,46682,25,M536
18.36,14,0,0,1,4,183.6,1,1,0,False,none,46683,8,M589
343.27,14,0,0,1,3,3432.7,1,1,0,False,none,46684,2,M942
6.59,14,0,0,7,1,65.89999999999999,1,2,0,False,none,46685,20,M664
131.79,14,0,0,6,2,1317.8999999999999,1,2,0,False,none,46686,6,M785
1296.03,14,0,0,9,5,12960.3,1,1,0,False,none,46687,19,M341
287.6,14,0,0,5,2,2876.0,1,2,0,False,none,46688,21,M315
45.3,14,0,0,5,2,452.99999999999994,1,1,0,False,none,46689,16,M550
326.27,14,0,0,3,5,3262.7,1,1,0,False,none,46690,4,M578
89.33,14,0,0,8,1,893.3,1,1,0,False,none,46691,5,M747
69.97,14,0,0,4,3,699.6999999999999,1,1,0,False,none,46692,12,M973
485.78,14,0,0,8,1,4857.799999999999,1,1,0,False,none,46693,20,M601
70.12,14,0,0,2,1,701.2,1,1,0,False,none,46694,5,M185
100.34,14,0,0,0,1,1003.4,1,1,0,False,none,46695,25,M887
518.97,14,0,0,5,3,5189.7,1,2,0,False,none,46696,2,M192
52.69,14,0,0,6,4,526.9,1,1,0,False,none,46697,13,M988
416.21,14,0,0,6,3,4162.099999999999,1,1,0,False,none,46698,2,M559
60.43,14,0,0,0,4,604.3,1,3,0,False,none,46699,13,M939
48.6,14,0,0,2,5,486.0,1,1,0,False,none,46700,4,M915
102.45,14,0,0,3,1,1024.5,1,1,0,False,none,46701,15,M394
92.41,14,0,0,2,1,924.0999999999999,1,1,0,False,none,46702,25,M399
145.13,14,0,0,0,1,1451.3,1,1,0,False,none,46703,10,M104
51.3,14,0,0,0,2,512.9999999999999,1,1,0,False,none,46704,16,M423
1335.52,14,0,0,4,5,13355.199999999999,1,1,0,False,none,46705,19,M680
250.0,14,0,0,5,5,2500.0,1,1,1,False,none,46706,9,M476
1791.26,14,0,0,7,5,17912.6,1,1,0,False,none,46707,19,M843
25.77,14,0,0,8,4,257.7,1,1,0,False,none,46708,23,M653
19.86,14,0,0,9,4,198.6,1,2,0,False,none,46709,8,M386
246.22,14,0,0,1,1,2462.2,1,1,0,False,none,46710,10,M447
185.32,14,0,0,2,5,1853.1999999999998,1,3,0,False,none,46711,9,M271
18.28,14,0,0,8,4,182.8,1,1,0,False,none,46712,8,M706
27.86,14,0,0,3,5,278.59999999999997,1,1,0,False,none,46713,4,M280
99.47,14,0,0,6,5,994.6999999999999,1,2,0,False,none,46714,14,M777
4.78,14,0,0,5,4,47.8,1,1,0,False,none,46715,18,M689
39.45,14,0,0,3,1,394.5,1,2,0,False,none,46716,20,M900
82.29,14,0,0,8,1,822.9,1,1,0,False,none,46717,5,M781
5.94,14,0,0,5,5,59.4,1,2,0,False,none,46718,4,M212
16.12,14,0,0,8,2,161.2,1,1,0,False,none,46719,11,M449
122.33,14,0,0,2,1,1223.3,1,1,0,False,none,46720,5,M489
8.34,14,0,0,1,5,83.39999999999999,1,1,0,False,none,46721,24,M892
345.17,14,0,0,1,2,3451.7,1,1,0,False,none,46722,1,M950
104.94,14,0,0,1,1,1049.3999999999999,1,1,0,False,none,46723,25,M445
11.96,14,0,0,8,2,119.60000000000001,1,1,0,False,none,46724,11,M402
45.97,14,0,0,2,5,459.7,1,1,0,False,none,46725,4,M967
16.65,14,0,0,7,4,166.49999999999997,1,2,0,False,none,46726,8,M263
297.46,14,0,0,1,2,2974.5999999999995,1,1,0,False,none,46727,21,M467
92.6,14,0,0,3,1,925.9999999999999,1,2,0,False,none,46728,20,M577
108.66,14,0,0,9,1,1086.6,1,2,0,False,none,46729,25,M954
561.69,14,0,0,0,3,5616.900000000001,1,1,0,False,none,46730,2,M284
35.73,14,0,0,6,5,357.29999999999995,1,1,0,False,none,46731,24,M940
47.0,14,0,0,9,5,470.0,1,1,0,True,duplicate_amount,46732,14,M941
21.53,14,0,0,8,4,215.3,1,1,0,False,none,46733,23,M121
39.89,14,0,0,5,5,398.9,1,1,0,False,none,46734,24,M852
108.88,14,0,0,6,4,1088.8,1,1,0,True,rapid_succession,46735,13,M944
175.91,14,0,0,9,1,1759.1,1,1,0,False,none,46736,20,M681
538.48,14,0,0,6,3,5384.8,1,1,0,False,none,46737,22,M381
51.12,14,0,0,7,2,511.19999999999993,1,1,0,False,none,46738,16,M854
120.21,14,0,0,4,1,1202.1,1,3,0,False,none,46739,15,M541
